228,"2020-12-07","2021-03-06",1274
229,"2013-07-01","2013-08-16",4815
230,"2014-06-23","2014-08-23",8652
231,"2007-04-21","2007-06-14",3267
232,"2012-11-07","2012-11-15",9676
233,"2013-02-10","2013-04-27",5321
234,"2002-11-04","2002-12-26",7072
235,"2025-03-12","2025-03-13",1340
236,"2010-10-07","2010-10-31",9433
237,"2008-05-22","2008-07-27",3425
238,"2009-04-01","2009-06-01",6023
239,"2000-08-17","2000-11-13",3564
240,"2003-04-04","2003-04-21",7000
241,"2009-05-22","2009-07-30",4406
242,"2020-03-07","2020-03-17",5172
243,"2019-07-19","2019-07-27",6716
244,"2025-01-15","2025-04-09",751
245,"2008-03-09","2008-03-16",3197
246,"2007-09-11","2007-12-03",7906
247,"2018-02-03","2018-02-15",4631
248,"2007-03-15","2007-03-30",6868
249,"2016-05-06","2016-07-12",7961
250,"2018-10-05","2018-12-28",7985
251,"2011-04-05","2011-04-16",2113
252,"2024-04-10","2024-05-14",5109
253,"2011-02-12","2011-02-13",6502
254,"2001-08-19","2001-10-29",1896
255,"2019-12-16","2019-12-25",3113
256,"2009-10-07","2009-12-26",4551
257,"2013-10-21","2013-12-24",4391
258,"2019-09-12","2019-11-03",5918
259,"2023-04-14","2023-06-05",6248
260,"2005-05-13","2005-07-26",6284
261,"2014-07-21","2014-09-21",2921
262,"2003-09-21","2003-11-19",3122
263,"2024-11-16","2024-12-31",563
264,"2024-03-24","2024-03-25",3525
265,"2022-09-22","2022-10-01",5665
266,"2022-11-02","2022-11-13",5034
267,"2011-12-18","2011-12-26",2011
268,"2003-06-01","2003-08-19",6708
269,"2011-11-17","2012-01-23",3008
270,"2023-09-19","2023-11-14",2155
271,"2005-02-16","2005-03-06",4955
272,"2023-09-11","2023-11-18",1736
273,"2019-03-04","2019-03-12",1338
274,"2004-06-18","2004-07-16",2482
275,"2014-03-23","2014-04-27",2372
276,"2001-03-06","2001-05-08",2431
277,"2013-10-09","2013-10-14",6289
278,"2007-03-17","2007-03-21",5941
279,"2003-05-17","2003-06-11",2360
280,"2008-01-24","2008-02-07",8398
281,"2013-11-24","2013-12-13",4301
282,"2014-09-05","2014-09-11",1265
283,"2005-12-07","2006-02-05",9327
284,"2025-02-23","2025-05-17",2592
285,"2025-04-16","2025-06-16",2032
286,"2025-10-05","2025-10-16",9071
287,"2010-02-19","2010-03-10",316
288,"2023-12-06","2024-01-04",8815
289,"2008-01-13","2008-03-04",8711
290,"2008-06-05","2008-08-28",5498
291,"2016-03-09","2016-05-20",7063
292,"2011-05-15","2011-07-06",6959
293,"2001-10-05","2001-11-24",8971
294,"2011-03-03","2011-03-06",8278
295,"2016-03-07","2016-03-09",2995
296,"2001-01-17","2001-04-15",3883
297,"2005-05-01","2005-05-16",3708
298,"2000-11-12","2001-01-02",2306
299,"2024-09-08","2024-10-09",9139
300,"2014-03-04","2014-03-12",9666
301,"2011-02-19","2011-03-22",5120
302,"2010-09-15","2010-11-30",7163
303,"2012-02-07","2012-02-17",9576
304,"2004-10-15","2004-11-05",8106
305,"2021-01-16","2021-04-16",7852
306,"2025-07-05","2025-09-10",7929
307,"2017-05-15","2017-05-28",2445
308,"2003-09-10","2003-10-31",3951
309,"2008-06-24","2008-08-13",3994
310,"2016-08-02","2016-10-31",9593
311,"2000-09-22","2000-10-30",4351
312,"2025-02-20","2025-05-15",9458
313,"2024-01-20","2024-01-23",5335
314,"2017-08-24","2017-09-24",5801
315,"2024-06-06","2024-08-06",3498
316,"2016-04-14","2016-05-19",9368
317,"2002-04-08","2002-04-14",2127
318,"2009-06-10","2009-06-13",9729
319,"2002-04-01","2002-05-09",9587
320,"2024-05-16","2024-07-10",7134
321,"2019-07-14","2019-09-01",8472
322,"2025-05-19","2025-07-17",4593
323,"2008-09-22","2008-11-03",5009
324,"2011-06-12","2011-07-07",5444
325,"2016-12-17","2017-02-26",1756
326,"2007-05-03","2007-07-07",2681
327,"2003-10-21","2003-12-21",4801
328,"2000-04-11","2000-05-14",1294
329,"2009-10-19","2009-12-06",5300
330,"2000-01-06","2000-02-28",4681
331,"2016-07-19","2016-09-15",5224
332,"2021-10-03","2021-12-06",8678
333,"2009-09-24","2009-10-21",2880
334,"2013-05-20","2013-05-26",7522
335,"2018-07-15","2018-09-13",851
336,"2009-02-20","2009-03-23",9229
337,"2008-03-04","2008-05-27",592
338,"2009-06-20","2009-09-14",4438
339,"2020-12-22","2021-03-17",6091
340,"2018-03-12","2018-06-02",4713
341,"2014-07-14","2014-08-26",530
342,"2013-07-01","2013-09-02",177
343,"2016-08-23","2016-09-02",6645
344,"2021-12-17","2021-12-18",149
345,"2016-04-10","2016-06-16",292
346,"2012-08-21","2012-09-08",1274
347,"2009-08-09","2009-09-29",7775
348,"2001-10-18","2001-11-14",4363
349,"2009-04-18","2009-05-28",4712
350,"2005-06-22","2005-07-09",7182
351,"2023-08-10","2023-09-29",9929
352,"2009-06-03","2009-06-15",556
353,"2022-02-16","2022-04-24",7831
354,"2024-10-06","2024-11-03",258
355,"2015-09-08","2015-11-14",5574
356,"2005-05-17","2005-07-21",8621
357,"2004-10-16","2004-10-27",9798
358,"2013-07-23","2013-09-30",8093
359,"2007-07-13","2007-10-11",9116
360,"2005-03-01","2005-05-26",5006
361,"2002-05-11","2002-06-03",9103
362,"2010-08-01","2010-08-28",2534
363,"2017-07-22","2017-09-28",7583
364,"2002-05-14","2002-06-06",435
365,"2025-06-17","2025-06-20",5085
366,"2013-11-11","2013-12-01",2759
367,"2020-11-12","2020-12-07",351
368,"2005-09-23","2005-10-25",878
369,"2024-09-12","2024-11-30",2760
370,"2001-06-23","2001-07-22",8916
371,"2012-01-23","2012-03-20",3636
372,"2002-04-21","2002-04-28",6914
373,"2008-03-10","2008-05-07",5264
374,"2024-03-15","2024-05-18",8856
375,"2019-05-13","2019-06-07",9414
376,"2020-12-21","2021-02-17",9513
377,"2003-07-01","2003-09-11",8012
378,"2019-04-19","2019-07-13",2654
379,"2014-11-03","2014-12-05",2757
380,"2002-06-04","2002-08-16",6834
381,"2014-11-01","2015-01-20",8949
382,"2020-03-21","2020-04-06",5657
383,"2006-10-13","2007-01-01",5563
384,"2023-12-18","2024-02-04",55
385,"2007-09-06","2007-10-13",6359
386,"2011-02-06","2011-02-16",7029
387,"2019-09-13","2019-11-26",187
388,"2010-07-06","2010-08-12",5044
389,"2025-04-15","2025-05-01",1267
390,"2020-07-03","2020-08-03",1646
391,"2022-02-14","2022-02-22",1701
392,"2023-04-15","2023-04-23",4728
393,"2012-07-20","2012-09-28",5053
394,"2011-07-06","2011-09-05",6578
395,"2013-10-15","2013-12-26",359
396,"2021-02-14","2021-03-29",3988
397,"2012-10-08","2012-12-30",5208
398,"2021-06-01","2021-06-09",203
399,"2018-05-11","2018-07-02",8585
400,"2014-04-10","2014-06-16",3427
401,"2003-07-23","2003-08-08",7038
402,"2025-09-19","2025-12-11",2325
403,"2007-11-19","2007-12-16",785
404,"2007-09-16","2007-10-12",1344
405,"2008-05-03","2008-05-10",4859
406,"2017-02-04","2017-03-29",4474
407,"2009-07-13","2009-07-20",5128
408,"2020-08-08","2020-08-21",3045
409,"2020-06-03","2020-08-15",3729
410,"2011-02-14","2011-02-25",5934
411,"2015-12-15","2016-03-04",8450
412,"2024-11-08","2025-02-02",7727
413,"2000-03-14","2000-03-16",7623
414,"2010-12-20","2011-01-16",2801
415,"2006-02-09","2006-03-26",1494
416,"2023-06-11","2023-06-29",6121
417,"2006-01-23","2006-02-16",2423
418,"2002-08-01","2002-09-26",493
419,"2009-11-02","2009-11-09",2500
420,"2020-05-24","2020-07-26",7542
421,"2021-08-05","2021-11-01",5800
422,"2015-03-06","2015-04-10",3172
423,"2023-01-02","2023-04-02",3832
424,"2023-02-22","2023-03-12",1785
425,"2025-12-05","2026-02-07",5193
426,"2014-09-23","2014-12-02",3568
427,"2005-05-22","2005-06-06",8632
428,"2000-01-09","2000-01-27",1005
429,"2004-08-13","2004-09-08",9994
430,"2022-07-01","2022-09-15",4164
431,"2011-02-07","2011-02-18",5143
432,"2020-10-12","2020-11-23",1068
433,"2021-06-16","2021-07-29",3613
434,"2015-07-03","2015-08-18",5600
435,"2011-12-07","2012-01-23",9209
436,"2015-12-21","2016-02-03",330
437,"2012-03-15","2012-04-19",3521
438,"2017-12-15","2018-02-27",9765
439,"2003-11-13","2003-12-25",3136
440,"2001-05-20","2001-07-29",1667
441,"2003-10-14","2003-12-26",9423
442,"2012-11-17","2012-12-29",1870
443,"2008-05-08","2008-05-25",4362
444,"2008-05-24","2008-07-30",3927
445,"2015-11-10","2016-01-18",8391
446,"2023-01-15","2023-02-03",7043
447,"2006-01-03","2006-03-16",2101
448,"2007-10-01","2007-11-25",9377
449,"2020-09-02","2020-11-17",8923
450,"2006-04-09","2006-06-28",7908
451,"2016-05-10","2016-06-22",6454
452,"2013-03-03","2013-04-02",2504
453,"2008-03-03","2008-04-04",8418
454,"2010-03-13","2010-03-21",9090
455,"2020-05-16","2020-06-12",2087
456,"2025-03-15","2025-05-12",7146
457,"2014-12-09","2015-02-28",345
458,"2000-11-03","2000-12-07",2939
459,"2010-10-07","2010-12-30",2049
460,"2015-10-18","2015-12-19",1261
461,"2008-02-09","2008-03-04",9871
462,"2020-05-04","2020-07-23",8766
463,"2023-06-11","2023-07-24",5075
464,"2003-11-01","2003-12-12",5437
465,"2018-06-22","2018-07-27",470
466,"2019-06-07","2019-08-01",3913
467,"2004-11-16","2005-02-09",2978
468,"2011-09-01","2011-10-06",7750
469,"2001-08-24","2001-10-08",9386
470,"2020-10-12","2020-11-05",1127
471,"2010-12-14","2011-01-20",8618
472,"2018-08-02","2018-10-18",7757
473,"2018-02-15","2018-02-24",6654
474,"2005-02-03","2005-04-30",9356
475,"2020-06-02","2020-08-08",5040
476,"2016-01-17","2016-04-11",4290
477,"2000-09-20","2000-11-03",8009
478,"2025-04-01","2025-04-30",869
479,"2005-09-15","2005-11-14",6885
480,"2024-09-13","2024-11-21",2045
481,"2002-07-04","2002-09-19",904
482,"2017-05-03","2017-05-05",2788
483,"2025-05-02","2025-07-01",259
484,"2013-09-21","2013-11-12",6003
485,"2023-12-22","2024-02-16",4457
486,"2003-01-12","2003-03-14",4414
487,"2021-12-04","2022-01-22",6469
488,"2019-11-02","2019-12-22",5758
489,"2012-07-22","2012-10-16",9128
490,"2005-08-12","2005-08-20",4969
491,"2023-12-22","2024-02-24",5345
492,"2025-03-11","2025-04-28",8763
493,"2015-01-01","2015-03-03",3849
494,"2008-06-04","2008-08-18",5535
495,"2008-03-08","2008-04-19",492
496,"2013-08-02","2013-10-30",6528
497,"2010-06-17","2010-07-29",8282
498,"2006-01-24","2006-04-13",1208
499,"2006-07-15","2006-08-18",9820
500,"2019-01-07","2019-02-11",7789
501,"2005-07-03","2005-08-22",7357
502,"2006-07-14","2006-09-01",3010
503,"2018-08-22","2018-09-07",2156
504,"2020-05-09","2020-08-06",3795
505,"2011-06-17","2011-08-18",582
506,"2024-02-22","2024-04-07",3403
507,"2013-02-07","2013-04-29",9116
508,"2004-11-08","2004-12-02",6600
509,"2010-10-16","2010-11-24",2827
510,"2001-01-20","2001-04-09",1373
511,"2022-11-16","2022-12-16",6669
512,"2024-10-01","2024-12-16",1730
513,"2025-04-09","2025-05-21",5146
514,"2001-12-04","2002-02-26",6344
515,"2003-08-18","2003-10-20",3479
516,"2001-08-11","2001-09-17",318
517,"2006-05-09","2006-06-14",8830
518,"2014-04-19","2014-07-11",5993
519,"2001-08-09","2001-09-11",3669
520,"2010-10-06","2010-11-02",5076
521,"2006-02-04","2006-04-12",3235
522,"2020-06-21","2020-09-13",7963
523,"2012-11-15","2012-12-18",2740
524,"2003-05-15","2003-06-24",789
525,"2010-12-19","2011-03-15",7875
526,"2021-07-10","2021-08-18",5959
527,"2014-07-01","2014-07-29",9317
528,"2024-12-01","2025-02-21",1952
529,"2019-06-14","2019-08-14",2180
530,"2008-07-11","2008-09-25",5491
531,"2008-03-22","2008-05-20",2517
532,"2024-03-23","2024-06-01",3151
533,"2014-09-17","2014-10-03",8927
534,"2021-12-02","2022-01-03",1162
535,"2015-11-15","2016-01-04",452
536,"2016-05-13","2016-06-30",4264
537,"2024-11-22","2024-12-21",9766
538,"2015-06-23","2015-08-30",983
539,"2022-04-24","2022-04-25",8236
540,"2018-11-19","2019-01-20",5878
541,"2005-05-02","2005-07-02",5611
542,"2019-02-09","2019-03-18",1598
543,"2007-07-16","2007-09-30",7991
544,"2000-09-17","2000-11-21",4286
545,"2002-10-02","2002-11-03",2156
546,"2011-11-03","2012-01-08",9420
547,"2017-09-10","2017-09-18",6986
548,"2003-07-23","2003-08-31",7921
549,"2011-01-03","2011-04-02",639
550,"2025-08-15","2025-10-28",9602
551,"2018-07-05","2018-08-06",8750
552,"2010-07-14","2010-09-20",6219
553,"2004-02-24","2004-04-20",7033
554,"2007-08-02","2007-09-02",2618
555,"2005-11-08","2006-01-05",6865
556,"2010-12-05","2011-01-31",1784
557,"2005-09-16","2005-11-07",8521
558,"2010-08-09","2010-09-12",919
559,"2002-10-05","2002-12-07",8862
560,"2006-07-01","2006-08-14",9900
561,"2002-11-24","2003-01-13",9614
562,"2014-07-12","2014-08-04",3701
563,"2003-10-01","2003-11-21",2338
564,"2020-12-10","2021-02-16",4690
565,"2004-06-16","2004-07-25",7207
566,"2022-10-18","2022-12-04",5169
567,"2025-08-03","2025-10-23",4091
568,"2014-10-11","2014-10-28",2959
569,"2014-12-17","2015-03-08",5580
570,"2012-03-10","2012-03-29",8147
571,"2007-03-11","2007-04-12",1429
572,"2016-04-20","2016-05-02",1416
573,"2017-07-22","2017-07-26",5069
574,"2000-06-01","2000-07-24",4102
575,"2021-05-04","2021-05-09",6436
576,"2017-07-23","2017-08-25",7829
577,"2002-01-17","2002-02-23",2308
578,"2001-01-07","2001-01-29",8578
579,"2018-02-16","2018-04-23",9372
580,"2017-05-15","2017-06-25",1925
581,"2024-03-16","2024-05-02",1321
582,"2021-09-19","2021-09-23",4315
583,"2021-09-18","2021-12-03",9475
584,"2016-12-03","2017-01-14",2711
585,"2019-11-11","2019-11-16",9907
586,"2022-05-22","2022-06-21",6737
587,"2025-03-06","2025-04-22",3539
588,"2003-12-20","2003-12-27",1323
589,"2005-04-04","2005-06-14",8098
590,"2011-11-09","2011-12-04",2657
591,"2016-01-17","2016-01-27",5152
592,"2006-01-20","2006-02-11",7369
593,"2016-06-08","2016-06-30",1700
594,"2003-01-18","2003-01-30",3957
595,"2010-05-14","2010-07-04",6021
596,"2024-11-11","2024-12-05",7720
597,"2019-06-07","2019-08-01",1286
598,"2009-09-10","2009-09-11",9156
599,"2018-07-16","2018-08-10",1047
600,"2007-03-18","2007-06-04",9341
601,"2016-04-18","2016-06-22",5258
602,"2000-02-03","2000-03-31",9739
603,"2012-05-06","2012-05-29",8799
604,"2001-11-14","2001-12-02",8713
605,"2003-02-13","2003-04-01",3894
606,"2023-03-10","2023-04-30",7823
607,"2005-01-03","2005-03-24",2876
608,"2025-06-14","2025-06-20",7699
609,"2009-07-10","2009-08-13",7283
610,"2019-04-18","2019-07-02",7644
611,"2024-03-02","2024-03-17",4236
612,"2018-09-15","2018-11-13",8286
613,"2004-12-22","2005-02-05",7793
614,"2019-10-19","2019-11-27",6829
615,"2004-10-06","2004-11-13",1673
616,"2024-02-13","2024-03-29",2
617,"2003-04-09","2003-05-19",5981
618,"2011-07-07","2011-10-01",7691
619,"2004-11-07","2004-12-07",2922
620,"2021-02-02","2021-03-06",1055
621,"2011-04-11","2011-07-05",7239
622,"2015-11-09","2015-12-27",5596
623,"2014-07-23","2014-08-21",3909
624,"2023-02-03","2023-03-06",7660
625,"2017-09-22","2017-11-06",7236
626,"2018-07-06","2018-10-02",8774
627,"2010-09-16","2010-12-13",2048
628,"2020-12-06","2021-01-17",2682
629,"2023-06-13","2023-07-25",8750
630,"2015-10-14","2015-10-17",6851
631,"2012-11-18","2013-01-20",1698
632,"2011-10-08","2011-12-27",6911
633,"2012-09-06","2012-11-11",5699
634,"2007-08-10","2007-10-17",9347
635,"2013-02-15","2013-02-18",1057
636,"2024-12-09","2025-02-15",745
637,"2015-09-20","2015-12-06",3563
638,"2009-06-02","2009-06-05",5479
639,"2016-11-19","2016-11-29",5148
640,"2022-01-03","2022-03-01",6412
641,"2003-09-24","2003-12-01",260
642,"2004-01-21","2004-04-17",2214
643,"2022-04-01","2022-04-02",5951
644,"2019-05-01","2019-06-23",4168
645,"2025-04-03","2025-04-14",9138
646,"2019-12-07","2019-12-10",3583
647,"2001-01-23","2001-04-23",5165
648,"2009-11-02","2010-01-28",3588
649,"2000-02-23","2000-03-07",3043
650,"2025-01-19","2025-02-13",2046
651,"2005-08-10","2005-09-05",7804
652,"2022-04-06","2022-06-28",9516
653,"2022-04-09","2022-06-27",6315
654,"2002-02-08","2002-02-16",5641
655,"2001-12-16","2002-01-31",3742
656,"2002-09-16","2002-11-23",3719
657,"2017-06-07","2017-06-14",2487
658,"2003-03-16","2003-05-29",3948
659,"2021-08-20","2021-10-26",6006
660,"2023-08-24","2023-11-15",1191
661,"2004-02-24","2004-03-31",4445
662,"2022-12-06","2023-01-02",5212
663,"2008-01-04","2008-03-30",6700
664,"2018-11-04","2018-12-12",7568
665,"2019-12-05","2019-12-31",2775
666,"2018-01-15","2018-03-26",6309
667,"2008-12-08","2009-02-04",4154
668,"2020-06-03","2020-07-02",2598
669,"2016-10-05","2016-11-24",9225
670,"2019-03-22","2019-06-08",4298
671,"2011-04-04","2011-04-25",2966
672,"2024-11-08","2024-12-16",478
673,"2003-06-21","2003-08-13",7095
674,"2008-03-11","2008-04-27",6318
675,"2018-02-02","2018-04-02",1039
676,"2021-01-23","2021-02-02",2916
677,"2003-08-07","2003-08-26",9434
678,"2003-06-07","2003-06-18",7065
679,"2009-11-05","2009-11-06",1614
680,"2014-03-22","2014-05-02",9166
681,"2003-05-10","2003-05-15",8816
682,"2017-07-07","2017-09-15",1834
683,"2024-04-19","2024-05-30",8164
684,"2001-03-19","2001-04-06",7531
685,"2011-02-13","2011-04-24",5709
686,"2024-11-22","2025-01-26",6931
687,"2015-02-13","2015-05-04",6363
688,"2018-04-12","2018-05-11",5588
689,"2016-06-10","2016-08-10",1457
690,"2011-11-02","2011-12-05",8138
691,"2021-06-06","2021-07-13",2822
692,"2016-07-12","2016-08-27",7050
693,"2017-11-24","2017-12-22",5618
694,"2003-09-07","2003-09-09",8868
695,"2023-07-10","2023-09-05",2604
696,"2022-01-06","2022-03-26",5643
697,"2006-03-21","2006-03-28",7091
698,"2013-12-03","2014-02-27",5793
699,"2009-04-11","2009-04-21",4263
700,"2024-09-22","2024-11-15",9625
701,"2006-04-02","2006-06-18",9636
